title,question,answer
mental health declaration for job applications,Assoc Prof Daniel Goh Pei Siong asked the Minister for Manpower what is the Government's position on employers requiring prospective employees to declare if they have a history of mental illness and whether the Government should lead by example by removing such declarations from public service employment application forms for non-sensitive positions.,"Mr Lim Swee Say: The Tripartite Guidelines on Fair Employment Practices emphasises the importance of recruiting and selecting employees on the basis of merit regardless of age, race, gender, religion, disability or family status. Job application forms should only ask for information that is relevant to assessing an applicant’s suitability for the job.The Government requires candidates to fill in a short application form that assesses their suitability for the job. Declaration of any existing medical conditions, including mental illness, does not disqualify a candidate from being considered for a position in the Public Service. Public agencies will select the candidate with the best overall fit for the job, taking into account his skills and qualifications, relevant work experience and personal attributes."
rehabilitation programmes for different risk profiles under enhanced drug rehabilitation regime,Mr Christopher de Souza asked the Minister for Home Affairs what are the differences in rehabilitation programmes for the different risk profiles in the enhanced Drug Rehabilitation Regime implemented in 2014 and how is the effectiveness of the outcome of the rehabilitation regime for the respective risk profiles measured.,"Mr K Shanmugam: The Singapore Prison Service (SPS) introduced the enhanced Drug Rehabilitation Regime in the Drug Rehabilitation Centre (DRC) in 2014.Under the enhanced regime, SPS officers will assess the inmates’ risks of re-offending and severity of drug use upon admission.For higher-risk inmates, SPS will assign Correctional Rehabilitation Specialists to conduct high-intensity counselling programmes for them. The counselling programmes address multiple risks and needs, such as criminal thinking and drug addiction issues.Lower-risk inmates will go through lower-intensity intervention programmes, where they learn about the consequences of drug use and pick up skills to prevent relapse.All DRC inmates also undergo general programmes which help them in their reintegration journey. These include family support programmes, employability skills training and religious services.SPS will continue to evaluate the effectiveness of the enhanced Drug Rehabilitation Regime. As for the enhanced regime that was only implemented in 2014, the evaluation is still ongoing."
minimum attendance to proceed with public forum,Mr Leon Perera asked the Minister for Communications and Information (a) how many people registered for the REACH Public Forum on the Elected Presidency on 29 September 2016; (b) what was the intended attendance and how was it derived; (c) what is the threshold for attendance below which it is deemed necessary to cancel such forums; and (d) who made the final decision on cancelling that particular event.,"Assoc Prof Dr Yaacob Ibrahim: The target number of participants for the REACH Public Forum on the Elected Presidency on 29 September was 320. Only 80 signed up as at 27 September. As 30% of sign-ups typically do not turn up for REACH events, REACH decided to cancel the Forum due to the poor attendance. All registered participants were informed of the cancellation, and are welcomed to attend another of REACH’s dialogues, or provide their feedback through the REACH website."
commission to handle issues related to animal welfare,"Mr Louis Ng Kok Kwang asked the Minister for National Development whether the Ministry will consider setting up a dedicated commission to handle all issues related to animal welfare that is similar to the Personal Data Protection Commission (PDPC) either by expanding the scope of the current Multi-Stakeholder Collaboration Committee for Animal Welfare or setting up a new committee comprising of animal welfare groups, businesses in the pet industry, veterinarians, grassroots community leaders and other relevant stakeholders.","Mr Lawrence Wong: There are currently no plans to set up a dedicated commission to handle issues related to animal welfare.The Agri-Food and Veterinary Authority (AVA) already works closely with multi-stakeholder committees to enhance animal welfare. This approach has led to positive results. For example, AVA had close working relations with the Animal Welfare Legislative Review Committee (AWLRC), a group made up of Members of Parliament, grassroots leaders, animal welfare groups, the pet industry, and the veterinary profession. AVA worked with AWLRC in a review of Singapore’s animal welfare legislation in 2012. AVA also supported the AWLRC’s recommendations to enhance stakeholders’ collaboration in animal welfare.In addition, AVA has close working relations with the Multi-Stakeholder Collaboration Committee (MSCC), which comprises representatives from animal welfare groups, the pet industry, the veterinary profession, and the community at large. AVA worked with them on the recently issued Code of Animal Welfare for the pet industry. AVA continues to engage with the MSCC on issues relating to training for the pet industry, as well as on outreach initiatives to promote awareness about animal welfare.AVA will continue to engage with the relevant stakeholders to further the cause of animal welfare in Singapore."
programmes to help schools handle sexual assault and harassment,"Mr Chen Show Mao asked the Minister for Education (Schools) what are the programmes to help (i) schools handle sexual assault and harassment in schools and (ii) students, teachers, and staff understand their rights in cases of sexual assault and harassment.","Mr Ng Chee Meng: Students learn about personal safety and protection from sexual exploitation and abuse in MOE's Sexuality Education curriculum. They are taught how to recognise sexual abuse and harassment, acquire skills to protect themselves both in real life and online, and understand the laws in Singapore that protect them. They also learn that they have the right to safety and protection and to seek help from trusted adults, such as their parents, teachers and school counsellors.Teachers look out for signs of distress in students and refer them to the school counsellor or other professional support where necessary. Suspected cases of sexual abuse are managed sensitively. Guidelines are provided by Child Protection Services, Ministry of Social and Family Development, for reporting such cases, and MOE and schools work closely with Child Protection Services to support affected students.For teachers and staff who experienced harassment or abuse at work, they are advised to seek the support and guidance of their school leaders. Those who are psychologically or emotionally affected will be supported by professional counsellors. MOE takes a serious view of any inappropriate conduct that is committed against our teachers and staff, and will investigate and take the appropriate action in each and every case."
review of courses subsidised by wda and skillsfuture,Er Dr Lee Bee Wah asked the Minister for Education (Higher Education and Skills) (a) whether the Ministry will expand the courses subsidised by WDA and SkillsFuture credits to include more professional qualifications such as Certified Internal Auditor courses or Certified Information System Auditor courses; and (b) how frequently does WDA review the relevance of its courses to keep its offerings updated.,"Mr Ong Ye Kung: SkillsFuture Singapore (SSG) has been taking an inclusive approach to build up the list of courses eligible for the SkillsFuture Credit. The key consideration is relevance to work. However, we will need the co-operation of training providers as there will be administrative tasks at their end, in order for their courses to be included.SSG has reached out to training providers of preparatory courses and assessments for professional certifications under the Certified Internal Auditor (CIA) and Certified Information System Auditor (CISA) to invite them to come on board the SkillsFuture Credit. So far, SSG has included the Institute of Singapore Chartered Accountants (ISCA)-CIA Challenge Exam Prep Course, delivered by the Institute of Internal Auditors, in the SkillsFuture Credit directory. SSG will continue to work with training providers to include more of such professional courses and assessments for the SkillsFuture Credit. I thank the Member for her feedback."
provision of parking lots in proposed bto development in kaki bukit,Mr Muhamad Faisal Bin Abdul Manap asked the Minister for National Development (a) what is the number of parking lots available for the newly proposed Build-To-Order (BTO) HDB development in Kaki Bukit launching in November 2016; and (b) whether the Ministry will consider constructing more parking lots to supplement the shortage of parking lots at carparks B45 and B48 of Bedok North Street 3.,"Mr Lawrence Wong: The proposed HDB BTO development in Kaki Bukit located along Bedok North Avenue 1 will be provided with 66 carpark lots and 34 motorcycle lots.As for carparks B45 and B48 at Bedok North Street 3, there are currently sufficient parking lots for residents’ season parking needs. However, as these carparks also serve local amenities, such as the hawker centre and market, short-term parking demand may be high. Due to site constraints, HDB is unable to construct more parking lots at these two carparks. Nevertheless, to help ease the short-term congestion, HDB will reconfigure B45 to provide additional loading and unloading bays in the carpark. This will help to address the short-term congestion caused by goods vehicles carrying out loading and unloading activities at B45."
provision of mandatory changing facilities for babies in male and female restrooms in public buildings,Mr Muhamad Faisal Bin Abdul Manap asked the Minister for National Development whether the Ministry will look into making it a requirement to have changing facilities for babies in both male and female restrooms in public buildings.,"Mr Lawrence Wong: Since 2014, the Code on Accessibility already requires the provision of diaper changing facilities in both male and female restrooms. This requirement applies to buildings that are frequented by families with young children, including shopping centres, transport nodes, community centres, and sports complexes. Building owners also have the alternative of providing diaper changing facilities in individual unisex family restrooms, in lieu of having to provide them in both male and female restrooms."
average annual spending by problem gamblers from 2006 to 2015,Mr Chen Show Mao asked the Minister for Social and Family Development for each year from 2006 to 2015 (a) what has been the average spending by problem gamblers; and (b) what has been the respective percentage of the aggregate number of problem gamblers according to their household income deciles.,"Mr Tan Chuan-Jin: The National Council on Problem Gambling (NCPG) commissions the Survey on Participation in Gambling Activities among Singapore Residents every three years. The survey includes screening questions to detect probable pathological gamblers, based on diagnostic criteria in the fourth edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV) developed by the American Psychiatric Association (APA). The same diagnostic criteria have been used in similar studies in Hong Kong, Macau and the United States. As the survey is conducted via face-to-face interviews, the screening questions only capture the respondents’ self-professed behaviour and do not represent a clinical assessment of actual gambling disorders.Based on the latest survey in 2014, the proportion of respondents classified as probable pathological gamblers is 0.2%, compared to 2.1% in 2005, 1.2% in 2008 and 1.4% in 2011.The average monthly betting amount among probable pathological gamblers was $313 in 2014. This has decreased from the average monthly betting amount of $637 in 2005, $619 in 2008 and $1,713 in 2011.The surveys collected information on monthly personal income by income brackets, instead of the monthly household income. The probable pathological gambling rate by monthly personal income brackets is shown in Table A.While the probable pathological gambling rate has dropped in 2014, we cannot be complacent and will continue to monitor the trends in future runs of the survey."
coordinated and holistic help for smes to transform,Mr Thomas Chua Kee Seng asked the Minister for Trade and Industry (Industry) how can Government agencies be more coordinated and holistic when helping our SMEs to transform in an environment where many SMEs may have immediate concerns of survival.,"Mr S Iswaran: Singapore is facing a period of slow growth. Some sectors have been more adversely affected, such as wholesale trade and marine & offshore engineering. We are also seeing weakness in industries like food services and real estate, though there remain bright spots such as in the information & communications, education and health & social services sectors.Against this backdrop, the Government is committed to supporting our SMEs in their growth and restructuring efforts. Our agencies have been working closely with industry partners such as our Trade Associations and Chambers (TACs), Centres of Innovation (COIs), SME Centres and financial institutions to reach out to and provide assistance to our SMEs. Our agencies have coordinated their efforts to address needs at the industry and firm level.At the industry level, we have embarked on a $4.5 billion Industry Transformation Programme where Industry Transformation Maps (ITMs) are being developed for more than 20 key industries. This involves a coordinated Whole-of-Government effort, in partnership with key industry partners and multipliers. Each ITM will be tailored to the needs of the industry. In developing the ITMs, the Government will examine the industry landscape, the future trends and needs to set out a suite of initiatives to systematically raise productivity, develop skills, drive innovation, and promote internationalisation, so as to catalyse transformation and achieve the stated vision of each industry. The ITMs are focused on providing more integrated assistance for companies across domains to ensure our industries can stay competitive in the medium term, and our workers get to secure and retain good jobs.At the firm level, our agencies work closely together on initiatives to better support our SMEs to address their immediate needs such as in financing, as well as capability development and internationalization to position them for growth. In Budget 2016, we launched the SME Working Capital Loan (WCL) to help local enterprises access unsecured working capital financing during this period of slower economic growth. Under the WCL, enterprises can access a loan quantum of up to $300,000 for their daily operations. There has been a strong take-up for the WCL, and over $400 million in loans have been given to SMEs to-date.The 12 SME Centres provide first-stop assistance through one-to-one advice and guidance to SMEs, spanning immediate needs as well as business plans for the medium term. From this year onwards (2016), the SME Centres will focus on enhancing business capabilities and driving the adoption of solutions, to ensure that the assistance provided translates to tangible business outcomes for the SMEs. Through the SME Centres, SMEs have access to support schemes across government agencies. This includes support for capability development and internationalisation. To help more companies with capability development, SPRING introduced a simplified Capability Development Grant (CDG) application process for grants below $30,000 in 2015 to encourage more companies to take the first step to upgrade their capabilities in areas such as productivity, financial management and human capital development. The response to this move has been positive. As at October 2016, more than 2,000 CDG projects have been approved.Our TACs also play an important role as partners in providing assistance to SMEs. For example, through the TAC-led Collaborative Industry Projects (CIPs), TACs will identify and drive the adoption of solutions to address common industry-specific needs. Since the launch of the programme in 2016, five TACs have embarked on projects which are expected to benefit 600 SMEs.More recently, we have taken steps to make our grants more accessible through the Business Grant Portal (BGP). This is an online application platform for businesses to apply for grants across different Government agencies. Through the BGP, businesses can easily find the relevant grants to support their business needs, without the need to approach multiple agencies. The beta version of the BGP was launched on 3 May 2016 with IE Singapore’s Market Readiness Assistance (MRA) grant and subsequently BCA's Building Information Modelling (BIM) grant, and over 900 applications have been received thus far. The BGP will be launched soon, and businesses can expect more grants to be introduced onto the BGP progressively.As we navigate the challenges ahead, the Government will need to work collectively with our companies, workers, unions and industry associations for successful economic transformation. It is critical that SMEs stand ready to embrace new technologies and business models, and on its part the Government will remain firmly committed in supporting our companies through this phase."
support for small and medium-sized kindergartens and childcare operators,Mr Ang Hin Kee asked the Minister for Social and Family Development (a) how many small and medium-sized kindergartens and childcare operators have ceased operations since 2015; and (b) how does the Ministry support small and medium-sized operators to remain viable.,"Mr Tan Chuan-Jin: Fewer than 30 pre-schools, constituting about 2% of the 1,700 pre-schools in Singapore, ceased operations in 2015. While some of these were standalone pre-schools, there were also those part of a larger group.The Government’s priority is to provide good quality, accessible and affordable early childhood services, so as to ensure a good start for every child. To achieve this, the Early Childhood Development Agency (ECDA) has implemented a range of initiatives to support operators of different sizes.First, we have the Anchor Operator and Partner Operator schemes to support selected larger and smaller pre-school operators respectively. Besides keeping their fees to the specified caps, these operators are also supported to improve the quality of their pre-schools. We have also seen smaller operators coming together to achieve greater economies of scale and tap on government support under the Partner Operator Scheme.Second, we have a number of broad-based initiatives to help all operators develop and attract more educators to the sector. These include the new Skills Framework for Early Childhood Care and Education, the Professional Development Programme, and ECDA's Scholarships and Training Awards. In addition, the Government also provides funding support for operators to adopt smart solutions, such as for attendance-taking and temperature-taking, to support educators in their work and to raise sector productivity.Third, support schemes are available to help operators defray costs and keep their fees affordable. These include the Community and Sports Facilities Scheme under the Urban Redevelopment Authority, as well as the Portable Rental Subsidies and the Workplace Child Care Centre Scheme under ECDA. Operators can receive centre development grants, furnishing and equipment grants, or rental cost subsidies if they meet affordability and quality requirements.Finally, small and medium-sized operators can also tap on the Capability Development Grant, Innovation and Capability Voucher and other programmes offered by SPRING Singapore. Operators can make use of these schemes to build capabilities via staff training, technology adoption or by defraying the cost of consultancy projects in the areas of human resources, financial management, innovation and productivity."
special audits by auditor-general on government-related bodies,"Mr Leon Perera asked the Minister for Finance (a) in the past 20 years, how many Government-related bodies have undergone a special audit by the Auditor-General outside of the regular annual audit exercises by the Auditor-General; and (b) what are the details and rationale of each case.","Mr Heng Swee Keat: The Auditor-General’s Office (AGO) annually conducts audits of the Government Financial Statements which covers the accounts of the Ministries, Departments and Organs of State. In addition, it also carries out selective audits on a selection of public agencies which involves checks on their compliance with rules and procedures.Besides these audits, AGO had carried out two special audits over the past 20 years(a) ""Healthcare Subsidy Audit"" in 1996Following a Parliamentary resolution to verify the fees charged and health care subsidy provided by Government polyclinics and public hospitals, including a claim made in Parliament that ""health care costs are hardly subsidised at all"", the Select Committee on Verification of Health Care Subsidy of Government Polyclinics and Public Hospitals was formed and AGO was requested to carry out an audit to verify the Government's health care figures (such as fees charged, subsidy level provided). Government's health care figures were independently verified by AGO and confirmed to be free from material errors, and the details of AGO's findings were tabled and debated in Parliament on 30th September 1996 and 10th October 1996 respectively.(b) ""Audit of Aljunied-Hougang-Punggol East Town Council (AHPETC)"" in 2014AGO was directed to carry out an audit of AHPETC’s FY2012 accounts following repeated and serious concerns raised by AHPETC’s auditors. AHPETC’s auditor submitted a disclaimer of opinion on AHPETC's Financial Statements for FY2011 and FY2012. The auditor also issued a qualified opinion on AHPETC's other legal and regulatory requirements, stating that AHPETC has not complied with the provisions of the Town Councils Act and Financial Rules in various respects. AGO submitted its report on 6th February 2015, and the details of its findings were debated in Parliament on 12th and 13th February 2015."
planning process for installation of mobile phone base stations,Er Dr Lee Bee Wah asked the Minister for National Development whether the Ministry will review the planning process for the installation of mobile phone base stations to enable such stations to be built during a building's construction stage and make mobile coverage a mandatory compliance for that building's Temporary Occupation Permit.,"Mr Lawrence Wong: Adequate mobile coverage should be provided to new buildings in a timely manner. Currently, Mobile Network Operators (MNOs) install mobile base stations on the rooftops of selected new HDB blocks to ensure that the area will have good mobile coverage when the residents move in. However, there could be operational delays, such as construction delays to blocks selected for base station installation.HDB has been working with all stakeholders, including Town Councils, IDA and MNOs, to study how to expedite the installation of such base stations. For example, HDB and IDA are looking into the possibility of expediting approval procedures between MNOs and Town Councils. HDB and IDA are also exploring the possibility of incorporating MNOs’ infrastructure and engineering requirements during the pre-tender planning phase of new HDB developments, so that the subsequent physical base station installation works could be accelerated.Finally, MCI and IDA are considering amendments to the Telecommunications Act to facilitate the use of rooftop space of one building to provide mobile coverage in another building. If implemented, it will be easier for MNOs to deploy their equipment on the rooftops of adjacent buildings to improve mobile coverage of a particular area.Given these ongoing efforts, there may not be a need to mandate mobile coverage as a TOP condition for each new building. Ultimately, it is more important to ensure close and effective co-operation among all the relevant stakeholders, which go beyond the developer of the building project."
staffing and caseload of serious sexual crimes branch,Mr Chen Show Mao asked the Minister for Home Affairs (a) what is the number of officers assigned to the Serious Sexual Crimes Branch of the CID; (b) what is the rationale for the staffing numbers at the Serious Sexual Crimes Branch; (c) what is the annual number of cases investigated by the Serious Sexual Crimes Branch since its establishment; and (d) what are the criteria for referring cases to the Serious Sexual Crimes unit.,"Mr K Shanmugam: Sexual crime investigations are generally led by specialist units in the Singapore Police Force. The Serious Sexual Crimes Branch (SSCB) in the Criminal Investigation Department (CID) leads investigations into serious sexual crimes such as rape and aggravated cases of sexual assault by penetration (SAP). Specialist teams in the Police Land Divisions lead investigations in other sexual crimes, such as outrage of modesty cases, sexual penetration of minors and SAP cases that do not involve aggravating factors.The investigation officers in the SSCB and the Police Divisions are supported by other Police resources including in the fields of intelligence and forensics. Depending on the volume of cases, Police also scale up SSCB's resources where necessary, by leveraging on other investigation teams.As Member will note, the Police resources used for investigations will vary according to the needs of a case, and because investigations may cover a broad area, not everything needs to be done by SSCB. The investigation will be led by SSCB and the total investigative resources could come from a larger pool of officers.In the last three years, the SSCB investigated on average about 170 cases of rape and sexual assault by penetration each year. Nearly all these cases were solved."
betting and sweepstakes duty collections from exempted remote gambling operators,Mr Png Eng Huat asked the Minister for Finance (a) what is the estimated betting and sweepstakes duty that will be collected from the exempted remote gambling operators; and (b) what is the financial effect of exempting Singapore Pools and the Singapore Turf Club on the total collection of betting and sweepstakes duty.,"Mr Heng Swee Keat: The certificate of exemption made under Section 26 of the Remote Gambling Act does not confer exemption from the payment of betting and sweepstakes duty. The collections received through terrestrial or remote gambling channels are both subject to the following betting duties1:(a) Totalisator and Sports Betting 25% of Gross Profits (that is, gross bets less winnings paid out); and(b) Lotteries (i.e. 4D, Singapore Sweep, TOTO) 30% of Gross Bets.Singapore Pools launched its remote gambling channel on 25 October 2016, and Singapore Turf Club is scheduled to do so on 15 November 2016. As such, it is premature to ascertain any financial impact of remote gambling on the operators or betting duties."
status of proposed integrated development at open field next to buangkok mrt station,Mr Gan Thiam Poh asked the Minister for National Development what is the progress in the development of the proposed integrated development at the open field next to Buangkok MRT station.,"Mr Lawrence Wong: The site is intended to house a residential development, which will be integrated with a bus interchange and Buangkok MRT station. There are also plans to include community facilities and commercial amenities.The Urban Redevelopment Authority is working closely together with other agencies on this effort, to ensure that the various uses are properly planned and integrated in the future development, bearing in mind that each of these uses has its own space and layout requirements.More details on the future development will be provided once the plans are finalised."
psychological or psychiatric issues related to problem gambling,"Mr Chen Show Mao asked the Minister for Health (a) how many people have been identified with psychological or psychiatric issues related to problem gambling in each year from 2006 to 2015; and (b) of these, what are the most common psychological or psychiatric issues identified.","Mr Gan Kim Yong: Between FY08 and FY15, the number of patients seen by the National Addictions Management Service (NAMS) for suspected gambling disorder each year varies between 168 and 526, averaging 407 over the last five years.Among patients with pathological gambling treated at NAMS, the top associated psychiatric conditions were adjustment disorders, depression and substance abuse."
"government assistance to help micro, small and medium businesses venture overseas","Mr Thomas Chua Kee Seng asked the Minister for Trade and Industry (Trade) (a) what has been the performance of Singapore's trade in services compared to trade in goods, especially in the context of the weak performance of the latter; and (b) how can the Government further help SMEs to export their services.","4 Mr Thomas Chua Kee Seng asked the Minister for Trade and Industry (Trade) how can the Government better help the micro and small SMEs to venture overseas to tap a bigger market so that they can continue to grow.Mr Lim Hng Kiang: Growth in Singapore’s services trade has outpaced that of goods in recent years. Between 2010 and 2015, services exports grew by a robust compound annual growth rate of 6.9 percent, compared to a 0.1 percent decline in goods exports. While services exports growth has moderated since 2015, this was in line with the weakening global trade environment, and largely attributable to the slowdown in segments supporting goods trade, such as freight services. Growth remained resilient in segments such as insurance services, and telecommunications, computer and information services, which continue to see regional demand.Singapore has a broad network of Free Trade Agreements (FTAs) and regional initiatives that help companies tap into external demand for our goods and services. For example, the ASEAN Economic Community (AEC) allows our services exporters greater market access to the ASEAN region with restrictions lowered in more than 80 services sectors. The AEC’s continuing efforts to facilitate, protect and liberalise cross-border investments enable our companies to venture into the region at lower costs and with greater assurance.Singapore also has a suite of assistance schemes that help SMEs internationalise and trade with overseas markets. This includes the Market Readiness Assistance (MRA) and the Global Company Partnership (GCP) schemes administered by IE Singapore. The MRA provides broad-based assistance to companies that are starting to internationalise, while the GCP provides targeted assistance to companies with a more established overseas presence. The GCP covers capability and manpower development, market access and financing. Over 80 percent of the beneficiaries of these assistance measures are SMEs.The Government is also collaborating with Trade Associations and Chambers to help SMEs prepare themselves for overseas opportunities. The IE-SCCCI Singapore Enterprise Centre (ISSEC) in Shanghai which is a joint initiative between IE Singapore and the Singapore Chinese Chamber of Commerce & Industry is an example of such collaboration. Over the past three years, ISSEC has served more than 5,000 companies through outreach and advisory assistance, and provided research on emerging market opportunities in China. The companies assisted by ISSEC are predominantly SMEs and micro enterprises. ISSEC will be going beyond Shanghai to help such firms build up market expertise and capabilities in other parts of China.IE Singapore also has an extensive network of Overseas Centres internationally that provides targeted assistance for companies in both developed and emerging markets. These include helping them generate new business leads in Southeast Asian markets such as Indonesia and Myanmar, gaining entry as first movers in emerging markets such as Africa and Latin America, and identifying opportunities to enhance technology capabilities in developed markets such as the UK and US.Companies need the right talent to embark on internationalisation plans - people who have global mindsets, exposure to international business environments, in-depth understanding of industries, and ability to navigate markets. To build a pipeline of global-ready Singaporeans for international roles, manpower development programmes are also in place. For example, IE Singapore's Young Talent Programme exposes students from universities, polytechnics and ITEs to internship opportunities in overseas markets, and equips them with foundational skills needed for international careers. Skillsfuture Study Awards for International Business are also given out to prepare professionals, managers and executives for international roles through various courses, market attachments and customised overseas immersion programmes."
scanning commuters and their belongings before entering mrt stations,Ms Joan Pereira asked the Minister for Transport whether the Ministry will consider scanning commuters and their belongings before they enter MRT stations as is being done in a number of other major cities.,"Mr Khaw Boon Wan: A dedicated multi-agency body, the Public Transport Security Committee, constantly reviews the threat assessment by our security agencies, and recalibrates as necessary the security measures for our public transport network.We adopt a risk-based approach, so that the measures deployed can effectively mitigate the security threats, but at the same time not overly and unnecessarily impair the smooth functioning of the public transport system.Our approach comprises measures at various levels. The public transport operators engage Transit Security Officers (TSOs) to keep watch at MRT stations and bus interchanges. This is supplemented by police patrols, and CCTV surveillance coverage. Commuters also play an important role, to look out for and report suspicious persons and unattended items.We calibrate the security measures according to the prevailing threat situation. Currently, TSOs conduct checks on selected commuters and their belongings. Police officers on patrol also check on suspicious persons. If and when the security situation warrants, we will subject all commuters to security checks."
review parking violations enforced upon private estate residents,Ms Sylvia Lim asked the Minister for Transport whether the Government will consider a review of parking enforcement legislation and policy so that private estate residents parking vehicles in front of their own gates without causing obstruction to pedestrian paths or road users can be exempted from enforcement for parking violations.,"Mr Khaw Boon Wan: For parking provisions in private estates, the Land Transport Authority adopts a consultative approach and works with Neighbourhood Committees, grassroots leaders and resident groups to strike a balance between meeting parking needs and ensuring safety and smooth traffic flow.Rules, once instituted, will have to be uniformly applied to all, residents and non-residents alike. The Government cannot be giving to residents of private estates exemptions from the law in the use of public roads, to which other Singaporeans are subject."
civil servants in part-time and job-sharing arrangements,"Mr Leon Perera asked the Prime Minister (a) over the last five years, what is the number of civil servants engaged in (i) part-time work arrangements and (ii) job-sharing arrangements; and (b) how are Ministries and statutory boards ensuring more mothers and caregivers are provided with flexible work arrangements.","Mr Teo Chee Hean (for the Prime Minister): The number of public officers on part-time work arrangements increased from 1,415 in 2011 to 2,019 officers in 2015. We do not track the number of public officers who are job-sharing while on part-time work arrangements.The range of flexible work arrangements offered by our agencies includes staggered start-work hours, telecommuting and part-time work. Public officers, including mothers and caregivers, may apply for such flexible work arrangements, where their job nature allows. Besides flexible work arrangements, we also support mothers and caregivers through various leave provisions, such as parent-care leave, childcare leave, maternity leave and paternity leave."
extending use of private education institution student concession card to returning singaporean children,Mr Zainal Sapari asked the Minister for Transport whether the Private Education Institution Student Concession Card for secondary-level home-schooled students can be extended to returning Singaporean children who have completed an examination equivalent to the PSLE while overseas.,"Mr Khaw Boon Wan: All secondary-level home-schooling Singapore citizens aged 20 and below, including those who have returned from overseas, are eligible for a Private Education Institute Student Concession Card if they are pursuing the General Certification of Examination (GCE) Normal, Ordinary or Advanced Level qualification, or an International Baccalaureate qualification."
meetings of council of presidential advisers,Mr Leon Perera asked the Prime Minister from FY2012 to FY2016 (a) how many meetings of the Council of Presidential Advisers have been held each year; (b) what is the duration of each meeting; and (c) how many Council members attended each meeting.,"Mr Lee Hsien Loong: The Council of Presidential Advisers held between 10 and 17 meetings a year during that period (FY2012 to FY2015). Each meeting lasted up to two hours. In general, attendance at Council meetings was between 6 to 8 members, including the alternate members."
national output and income indicators for indigenous singaporeans from 2012 to 2015,Mr Chen Show Mao asked the Minister for Trade and Industry (Trade) for each year from 2012 to 2015 (a) what is Singapore's indigenous GDP; (b) what is Singapore's per capita indigenous GDP; (c) what is Singapore's indigenous GNI; and (d) what is Singapore's per capita indigenous GNI.,"Mr Lim Hng Kiang: Singapore’s indigenous GDP, GDP per capita, GNI and GNI per capita valued at current market prices for the years 2012 to 2015 are provided in the table below."
prevalence of diabetes among household types,"Ms Kuik Shiao-Yin asked the Minister for Health (a) which households by income level and housing type have the highest prevalence of diabetes; (b) what strategies are employed to help lower-income families win their war against diabetes; and (c) how is the Ministry working with other sectors to ensure that vulnerable families have access to nutritious, non-processed food given that diet is important in managing the disease but too expensive an option for lower-income homes.","Mr Gan Kim Yong: The correlation between socio-economic background and diabetes prevalence is a commonly-observed and widely-reported phenomenon worldwide. MOH's National Health Survey showed a similar correlation where those in smaller housing type and lower education level had higher prevalence of diabetes. However, the same survey also showed that they have good access to care.MOH’s strategy on diabetes emphasises healthy eating and physical activity; appropriate screening and follow-up; and effective diabetes care and management. These efforts must be accessible and affordable to the lower income.In promoting healthier eating, HPB's Healthier Choice Symbol (HCS) Programme offers a wide range of healthier product options, including house brands, which are typically more affordable. HPB has also distributed almost 200,000 Health Calendars which feature low-cost healthy recipes, exercises and self-care tips to women aged 40 years and above in lower-income households.For dining out options, HPB has partnered major foodcourt chains, including Kopitiam and NTUC Foodfare, to offer affordable lower-calorie dishes. HPB also works with primary school canteen vendors to provide nutritious breakfast meals to needy students under MOE's Financial Assistance Scheme.On health screening, MOH ensures that it is available to lower-income Singaporeans at highly subsidised prices. Under our Screen for Life (SFL) programme offered at Community Health Assist Scheme (CHAS) GPs, screening tests for chronic diseases, including diabetes, are free. Patients in the lowest income tier and Pioneers enjoy a subsidy of up to $18.50 and $28.50 respectively for consultation fees. HPB and its partners also reach out proactively to lower-income Singaporeans, such as those in HDB rental blocks, to encourage and facilitate regular health screening.Singaporeans with diabetes, as with other conditions, can receive subsidies for their treatment at CHAS GPs, polyclinics and specialist outpatient clinics in the public hospitals. Those with lower-income receive higher subsidies.The national Diabetes Prevention and Care Taskforce will step up public education to ensure that Singaporeans of all socio-economic backgrounds lead a healthy lifestyle and practice effective diabetes care and management."
arrests made for attempted suicides,Mr Louis Ng Kok Kwang asked the Minister for Home Affairs (a) how many arrests have been made last year for attempted suicides; (b) whether police officers making these arrests are trained to follow any specific protocol or approach which differs from arrests for other offences; and (c) whether the Ministry will consider having police suicide prevention practices that do not involve arrests.,"Mr K Shanmugam: It has been a criminal offence to attempt suicide. It was thought to be important that society should oppose people taking their own lives. In practice, prosecutions are rare.Police officers try to respond to cases of attempted suicide with sensitivity and compassion. Persons who attempt suicide are emotionally and psychologically distressed. When responding to such cases, Police's priority is to ensure the person's safety. Police officers try to look out for signs of suicidal tendencies, and take this into consideration in their response.As regards arrests, Police arrest persons for cases of attempted suicide usually to prevent them from doing harm, either to themselves or to others. When it is assessed that there is no such risk, they may not be arrested. It is on this basis that 837 persons were taken into custody for attempting suicide, out of 1096 cases of attempted suicide reported in 2015. However, only two of them were eventually prosecuted.For all cases of attempted suicide, Police will recommend the appropriate follow-up. Police may refer the person to the Samaritans of Singapore for counselling, or engage the next-of-kin to assist in supporting and caring for the person. If there are clear signs indicating possible mental instability, Police may refer the person to the Institute of Mental Health (IMH) for an assessment of the person's mental state. If deemed necessary by medical professionals, the person may subsequently be warded at IMH for care and treatment."
